lab.id,site,unique.id,moisture.trt,temp.trt,cumulativeCO2Flux,GWC,VWC,soil.pH,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
657,LENO,LENO_S_T0_P19,40,25,2.983864313,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
658,SERC,SERC_S_T0_P02,40,25,3.763291459,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
659,SERC,SERC_S_T0_P21,40,25,3.462342921,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
660,SERC,SERC_S_T0_P36,40,25,4.21406088,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
661,TALL,TALL_S_T0_P10,40,25,4.497025304,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
662,TALL,TALL_S_T0_P19,40,25,3.318950033,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
663,TALL,TALL_S_T0_P31,40,25,3.374656778,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
664,TREE,TREE_S_T0_P03,40,25,4.170684452,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
665,TREE,TREE_S_T0_P08,40,25,5.075806273,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
666,TREE,TREE_S_T0_P21,40,25,3.530010055,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
667,BART,BART_S_T0_P17,60,25,4.562665544,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
668,BART,BART_S_T0_P30,60,25,5.180814291,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
669,BART,BART_S_T0_P32,60,25,4.868814668,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
670,GRSM,GRSM_S_T0_P01,60,25,4.560306155,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
671,GRSM,GRSM_S_T0_P08,60,25,4.624874848,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
672,GRSM,GRSM_S_T0_P18,60,25,3.261344425,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
673,LENO,LENO_S_T0_P01,60,25,4.77144385,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
674,LENO,LENO_S_T0_P18,60,25,3.812566076,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
675,LENO,LENO_S_T0_P19,60,25,4.186787509,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
676,SERC,SERC_S_T0_P02,60,25,4.626642512,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
677,SERC,SERC_S_T0_P21,60,25,4.749413786,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
678,SERC,SERC_S_T0_P36,60,25,4.19202912,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
679,TALL,TALL_S_T0_P10,60,25,4.553829463,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
680,TALL,TALL_S_T0_P19,60,25,3.98156139,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
681,TALL,TALL_S_T0_P31,60,25,4.821013224,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
682,TREE,TREE_S_T0_P03,60,25,4.734638134,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
683,TREE,TREE_S_T0_P08,60,25,6.298423964,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
684,TREE,TREE_S_T0_P21,60,25,3.422863295,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
685,BART,BART_S_T0_P17,80,25,4.578508658,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
686,BART,BART_S_T0_P30,80,25,4.28666083,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
687,BART,BART_S_T0_P32,80,25,4.954737644,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
688,GRSM,GRSM_S_T0_P01,80,25,4.871921316,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
689,GRSM,GRSM_S_T0_P08,80,25,5.01781681,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
690,GRSM,GRSM_S_T0_P18,80,25,3.40090182,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
691,LENO,LENO_S_T0_P01,80,25,4.762364816,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
692,LENO,LENO_S_T0_P18,80,25,4.812925022,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
693,LENO,LENO_S_T0_P19,80,25,4.46852937,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
694,SERC,SERC_S_T0_P02,80,25,4.869751612,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
695,SERC,SERC_S_T0_P21,80,25,4.334686003,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
696,SERC,SERC_S_T0_P36,80,25,3.958450115,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
697,TALL,TALL_S_T0_P10,80,25,4.668694087,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
698,TALL,TALL_S_T0_P19,80,25,4.22966916,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
699,TALL,TALL_S_T0_P31,80,25,4.363276934,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
700,TREE,TREE_S_T0_P03,80,25,4.6631813,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
701,TREE,TREE_S_T0_P08,80,25,5.876695987,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
702,TREE,TREE_S_T0_P21,80,25,4.058653408,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
703,BART,BART_S_T0_P17,100,25,4.381145524,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
704,BART,BART_S_T0_P30,100,25,5.318705569,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
705,BART,BART_S_T0_P32,100,25,5.093841888,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
706,GRSM,GRSM_S_T0_P01,100,25,4.754711811,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
707,GRSM,GRSM_S_T0_P08,100,25,4.734574314,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
708,GRSM,GRSM_S_T0_P18,100,25,4.217780909,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
709,LENO,LENO_S_T0_P01,100,25,4.539714332,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
710,LENO,LENO_S_T0_P18,100,25,4.621946994,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
711,LENO,LENO_S_T0_P19,100,25,4.381346362,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
712,SERC,SERC_S_T0_P02,100,25,4.452270804,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
713,SERC,SERC_S_T0_P21,100,25,4.464531085,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
714,SERC,SERC_S_T0_P36,100,25,4.063828012,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
715,TALL,TALL_S_T0_P10,100,25,4.518547738,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
716,TALL,TALL_S_T0_P19,100,25,2.969092593,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
717,TALL,TALL_S_T0_P31,100,25,4.228855679,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
718,TREE,TREE_S_T0_P03,100,25,4.638293516,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
719,TREE,TREE_S_T0_P08,100,25,4.32531934,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
720,TREE,TREE_S_T0_P21,100,25,4.51950983,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
